"OrderID","Region","State"
"BHKINY","Sudeste","SP"
"IEZMIZ","Sudeste","SP"
"JVNMPU","Sudeste","RJ"
"LGWWER","Sudeste","RJ"
"MTRIPF","Sudeste","SP"
"PKROXR","Sudeste","RJ"
"PFDZXL","Sudeste","RJ"
"MFSANI","Sudeste","SP"
"XGGPHN","Sudeste","SP"
"WCJVJL","Sudeste","RJ"
"CIUWRX","Sudeste","RJ"
"FQGHGL","Sudeste","SP"
"OAHQOG","Sudeste","RJ"
"AGKFFR","Sudeste","SP"
"RIQDGO","Sudeste","SP"
"TZORNU","Sudeste","SP"
"PTYIBY","Sudeste","SP"
"EZZCBT","Sudeste","RJ"
"UOEIRU","Sudeste","RJ"
"AYEXLY","Sudeste","SP"
"PAMHPE","Sudeste","RJ"
"MRCQNL","Sudeste","RJ"
"YJNXOJ","Sudeste","SP"
"XYKJWE","Sudeste","SP"
"ELQOCC","Sudeste","SP"
"QRSSVN","Sudeste","RJ"
"LNHVQE","Sudeste","RJ"
"ZZKBWX","Sudeste","RJ"
"VBSOCA","Sudeste","RJ"
"HWKUCR","Sudeste","SP"
"LNTSQT","Sudeste","SP"
"AEOSGP","Sudeste","RJ"
"GRAQRP","Sudeste","RJ"
"TRKPYE","Sudeste","SP"
"HKWGJA","Sudeste","RJ"
"JLLSXJ","Sudeste","RJ"
"KPVYUM","Sudeste","SP"
"POJRPR","Sudeste","SP"
"IFPCFN","Sudeste","RJ"
"XSKBAW","Sudeste","RJ"
"FDNPBV","Sudeste","SP"
"EUFVKT","Sudeste","RJ"
"TJCDEG","Sudeste","SP"
"EFQTRZ","Sudeste","SP"
"NBDWRN","Sudeste","RJ"
"JMTUUP","Sudeste","RJ"
"KJSUGK","Sudeste","SP"
"EGDCBT","Sudeste","RJ"
"SMYNIG","Sudeste","SP"
"HFCJSY","Sudeste","SP"
"QAGQCA","Sudeste","SP"
"UUOSOG","Sudeste","RJ"
"UBSRAN","Sudeste","RJ"
"SFSMIX","Sudeste","SP"
"XFVZJA","Sudeste","SP"
"XXHULN","Sudeste","SP"
"AGLRQX","Sudeste","RJ"
"TGLGHZ","Sudeste","SP"
"SXRQNX","Sudeste","SP"
"WGPHBK","Sudeste","RJ"
"JMFUBG","Sudeste","SP"
"WUGROJ","Sudeste","SP"
"JDPOSV","Sudeste","RJ"
"DGQZFN","Sudeste","RJ"
"IDJCEW","Sudeste","RJ"
"HEVRUC","Sudeste","SP"
"TDMUXV","Sudeste","RJ"
"TWYYVU","Sudeste","RJ"
"WHQZPZ","Sudeste","RJ"
"QFDDHK","Sudeste","SP"
"HULEIF","Sudeste","SP"
"AIYAPL","Sudeste","RJ"
"TBJYHT","Sudeste","SP"
"LMISYR","Sudeste","RJ"
"PVEVYB","Sudeste","RJ"
"UTQKQV","Sudeste","SP"
"SJUNGB","Sudeste","SP"
"WATCGW","Sudeste","RJ"
"DOKXUR","Sudeste","SP"
"EDZOOI","Sudeste","RJ"
"TCXQAY","Sudeste","RJ"
"CGRVAC","Sudeste","RJ"
"FYNRCJ","Sudeste","SP"
"JFWJCN","Sudeste","SP"
"NKAUEN","Sudeste","RJ"
"HOGRBW","Sudeste","SP"
"UKGXGD","Sudeste","SP"
"AOUEUK","Sudeste","SP"
"TJDCOS","Sudeste","RJ"
"RPUGVS","Sudeste","SP"
"FRSCOU","Sudeste","SP"
"KEFHXO","Sudeste","RJ"
"HOCXZI","Sudeste","SP"
"USNAPF","Sudeste","RJ"
"TBSBPN","Sudeste","RJ"
"FWWUNM","Sudeste","RJ"
"GRUDOZ","Sudeste","RJ"
"JPWWPE","Sudeste","SP"
"HZOFXG","Sudeste","RJ"
"FXVZSS","Sudeste","RJ"
"JGIFOQ","Sudeste","SP"
"XZXGOQ","Sudeste","RJ"
"XNYXIV","Sudeste","SP"
"UDRRAU","Sudeste","SP"
"JWWERC","Sudeste","RJ"
"BVRQTO","Sudeste","RJ"
"NXGJKO","Sudeste","RJ"
"UECAKQ","Sudeste","SP"
"JVQFWT","Sudeste","RJ"
"CBXUZI","Sudeste","RJ"
"MCJVEE","Sudeste","SP"
"TNVWOK","Sudeste","RJ"
"VLRMSC","Sudeste","RJ"
"FSMRZY","Sudeste","SP"
"GPJTLV","Sudeste","RJ"
"AQIJAS","Sudeste","SP"
"BUUOHF","Sudeste","SP"
"TJDZLB","Sudeste","SP"
"HJGOMH","Sudeste","RJ"
"LUKLBO","Sudeste","SP"
"IXHKSP","Sudeste","RJ"
"DNIUJC","Sudeste","RJ"
"ALSROU","Sudeste","SP"
"DKDURD","Sudeste","SP"
"MOWLFX","Sudeste","RJ"
"TMVWJB","Sudeste","RJ"
"AHBDRC","Sudeste","RJ"
"LLMJWI","Sudeste","RJ"
"APRPVK","Sudeste","SP"
"OUHJCR","Sudeste","RJ"
"COSLPQ","Sudeste","SP"
"LTHFOB","Sudeste","SP"
"ODPTNZ","Sudeste","SP"
"ARFUAO","Sudeste","RJ"
"ARJVLS","Sudeste","RJ"
"YKQYZW","Sudeste","RJ"
"HUQGVP","Sudeste","SP"
"CNLCRF","Sudeste","SP"
"NHZTSR","Sudeste","SP"
"LJCMMM","Sudeste","RJ"
"IJYYRV","Sudeste","SP"
"FPBHMM","Sudeste","SP"
"FVKJGM","Sudeste","RJ"
"AFUVSG","Sudeste","RJ"
"HYYLMF","Sudeste","SP"
"FSHDMY","Sudeste","SP"
"VAOATU","Sudeste","SP"
"XQNHIL","Sudeste","SP"
"HOXTGH","Sudeste","SP"
"GPOKBO","Sudeste","SP"
"UIWYLZ","Sudeste","SP"
"EASPBY","Sudeste","RJ"
"JXMYXQ","Sudeste","SP"
"YTDWSN","Sudeste","RJ"
"HRREWN","Sudeste","RJ"
"BKWCAN","Sudeste","SP"
"NFIUZD","Sudeste","SP"
"BNLIZR","Sudeste","RJ"
"AGTKGB","Sudeste","SP"
"AKLFUT","Sudeste","SP"
"SFLDSG","Sudeste","RJ"
"JEPFZF","Sudeste","SP"
"CWJGQS","Sudeste","SP"
"AACEBB","Sudeste","RJ"
"TSNSWD","Sudeste","RJ"
"MHNZDB","Sudeste","SP"
"BVKFNE","Sudeste","SP"
"DNBHMG","Sudeste","SP"
"BZUKGD","Sudeste","SP"
"ITSELL","Sudeste","SP"
"JFHUXU","Sudeste","RJ"
"IQWZTV","Sudeste","SP"
"HFOSJK","Sudeste","RJ"
"QBPNCL","Sudeste","RJ"
"SCTVQK","Sudeste","SP"
"CZKUDE","Sudeste","SP"
"CRHGMM","Sudeste","SP"
"PVMBQR","Sudeste","RJ"
"UQHSCL","Sudeste","RJ"
"OQVMXL","Sudeste","SP"
"KXDCVN","Sudeste","RJ"
"BBTDMZ","Sudeste","RJ"
"CICLOZ","Sudeste","RJ"
"POBUJD","Sudeste","SP"
"KFLMXB","Sudeste","SP"
"PQFFCB","Sudeste","RJ"
"HCGFRO","Sudeste","RJ"
"AOETWR","Sudeste","SP"
"FYPAYW","Sudeste","RJ"
"YBEZUS","Sudeste","RJ"
"UUOCRO","Sudeste","SP"
"WESJXI","Sudeste","SP"
"VEWLIR","Sudeste","SP"
"EDMRSJ","Sudeste","RJ"
"TIHFNA","Sudeste","SP"
"BKIJFJ","Sudeste","RJ"
"MQBUWC","Sudeste","RJ"
"GYNNFQ","Sudeste","RJ"
"IXHNWY","Sudeste","SP"
"WDRKLJ","Sudeste","SP"
"DWVQGB","Sudeste","RJ"
"QHOKRY","Sudeste","SP"
"ATTUBX","Sudeste","SP"
"CQYXKI","Sudeste","SP"
"MMTDRQ","Sudeste","RJ"
"GSSTVN","Sudeste","SP"
"TRJKFN","Sudeste","SP"
"IKRAEP","Sudeste","SP"
"OAHFKN","Sudeste","SP"
"YRPFAH","Sudeste","RJ"
"ICIYKN","Sudeste","RJ"
"PZRDXR","Sudeste","RJ"
"XAKEZT","Sudeste","RJ"
"JNYYXI","Sudeste","SP"
"ZXSQTS","Sudeste","RJ"
"SFDGOY","Sudeste","RJ"
"DBXNJD","Sudeste","RJ"
"NAGGGO","Sudeste","RJ"
"FZJRZV","Sudeste","RJ"
"CDONXU","Sudeste","SP"
"AUICWA","Sudeste","RJ"
"CNBCKZ","Sudeste","RJ"
"LWMFKL","Sudeste","SP"
"JBLDOQ","Sudeste","RJ"
"DKZAQF","Sudeste","RJ"
"IPKRFS","Sudeste","RJ"
"DWTSQK","Sudeste","SP"
"WEBNUX","Sudeste","RJ"
"MXXYQN","Sudeste","RJ"
"KXKBGY","Sudeste","RJ"
"KYOJZU","Sudeste","SP"
"OLCZCT","Sudeste","SP"
"PZMKAC","Sudeste","SP"
"MKFTTN","Sudeste","SP"
"WXZCRW","Sudeste","SP"
"MCVMWS","Sudeste","SP"
"DTWUUX","Sudeste","SP"
"QKKNJC","Sudeste","SP"
"IYNFXX","Sudeste","RJ"
"QEQREZ","Sudeste","RJ"
"YNVJKO","Sudeste","RJ"
"RREQSH","Sudeste","SP"
"XXTGQR","Sudeste","RJ"
"LZXZGZ","Sudeste","SP"
"NZKSQF","Sudeste","RJ"
"HIOCRG","Sudeste","SP"
"WXBTKZ","Sudeste","RJ"
"AFYOWL","Sudeste","SP"
"MMKXQH","Sudeste","RJ"
"TWZLGK","Sudeste","SP"
"NSSAAQ","Sudeste","SP"
"ZZJQVD","Sudeste","RJ"
"JZREYQ","Sudeste","RJ"
"PLNUJO","Sudeste","RJ"
"CVACUI","Sudeste","SP"
"FZVQGV","Sudeste","SP"
"NVFWBJ","Sudeste","SP"
"YJMBHK","Sudeste","SP"
"KYJEMJ","Sudeste","RJ"
"FRDJRG","Sudeste","SP"
"ZKJQKI","Sudeste","SP"
"IJSLRR","Sudeste","RJ"
"NOOANL","Sudeste","RJ"
"GWLWJI","Sudeste","RJ"
"VABIZT","Sudeste","RJ"
"TYHAGX","Sudeste","RJ"
"FDBLMA","Sudeste","SP"
"ULVEVK","Sudeste","SP"
"UXZPEB","Sudeste","SP"
"IJDAPM","Sudeste","RJ"
"ERDEHF","Sudeste","RJ"
"IVYDJU","Sudeste","RJ"
"FGMJRX","Sudeste","RJ"
"XRJMHO","Sudeste","RJ"
"UBLMRB","Sudeste","RJ"
"EPZJGJ","Sudeste","RJ"
"KQCVXH","Sudeste","SP"
"EEWDIZ","Sudeste","RJ"
"ZJAHKF","Sudeste","RJ"
"LJZQCT","Sudeste","SP"
"QLNAGW","Sudeste","SP"
"XVIXBR","Sudeste","SP"
"RLDCMG","Sudeste","RJ"
"LYOXAU","Sudeste","RJ"
"JKSMAB","Sudeste","SP"
"PVKLXP","Sudeste","RJ"
"EXMHEY","Sudeste","RJ"
"ETELBM","Sudeste","SP"
"KOMQSH","Sudeste","SP"
"YDLWRY","Sudeste","SP"
"NNETZB","Sudeste","RJ"
"HCCEXM","Sudeste","SP"
"MFAJZR","Sudeste","RJ"
"KHZULB","Sudeste","RJ"
"XVEVRU","Sudeste","SP"
"CWOWWX","Sudeste","RJ"
"ARVKLO","Sudeste","RJ"
"UVRSAC","Sudeste","SP"
"LLISCU","Sudeste","SP"
"PQJAAX","Sudeste","RJ"
"PRAWCW","Sudeste","SP"
"JEUUZT","Sudeste","RJ"
"ITVFDT","Sudeste","RJ"
"QRLBCM","Sudeste","RJ"
"ZCYGWW","Sudeste","RJ"
"NTYJAA","Sudeste","RJ"
"UXKQFK","Sudeste","SP"
"ECQQEL","Sudeste","RJ"
"NUXXUG","Sudeste","RJ"
"LBHROE","Sudeste","RJ"
"YTWNYQ","Sudeste","SP"
"UIAFCG","Sudeste","SP"
"ZPCZOV","Sudeste","SP"
"VYQYRA","Sudeste","SP"
"YMHIWD","Sudeste","SP"
"HKWYXB","Sudeste","RJ"
"QWDRVF","Sudeste","SP"
"GEUQBG","Sudeste","RJ"
"SILIBZ","Sudeste","RJ"
"SZYXUX","Sudeste","RJ"
"JSDXDO","Sudeste","RJ"
"VADXUX","Sudeste","SP"
"YJTOPK","Sudeste","RJ"
"AJPKES","Sudeste","SP"
"YCVSEX","Sudeste","RJ"
"EBPKVG","Sudeste","SP"
"BDMIKD","Sudeste","SP"
"VSOUUD","Sudeste","SP"
"VEBVYL","Sudeste","SP"
"TKYUZI","Sudeste","SP"
"MNURKQ","Sudeste","RJ"
"DTIUKL","Sudeste","SP"
"KDUBYS","Sudeste","RJ"
"QVAWKF","Sudeste","RJ"
"ZEFIBB","Sudeste","RJ"
"RPMVKO","Sudeste","RJ"
"WCFLKZ","Sudeste","SP"
"KRPSJY","Sudeste","RJ"
"IKRHIH","Sudeste","RJ"
"YYYZYA","Sudeste","RJ"
"KTNOWI","Sudeste","SP"
"WGPHRU","Sudeste","RJ"
"ATLRQU","Sudeste","RJ"
"GHPCRB","Sudeste","SP"
"GOWIDV","Sudeste","RJ"
"NTPVZI","Sudeste","RJ"
"YRWREY","Sudeste","RJ"
"WAWPDO","Sudeste","RJ"
"GOGHMJ","Sudeste","SP"
"RZJBFQ","Sudeste","RJ"
"BQGFCR","Sudeste","SP"
"WHQIVL","Sudeste","RJ"
"CYCLXG","Sudeste","RJ"
"BSEOZP","Sudeste","SP"
"PKROKY","Sudeste","RJ"
"CZHCPC","Sudeste","RJ"
"QXITGT","Sudeste","RJ"
"ONSUEE","Sudeste","SP"
"PQHVKF","Sudeste","SP"
"HELDUM","Sudeste","SP"
"WBLNXZ","Sudeste","RJ"
"WWFFSM","Sudeste","RJ"
"RRZYAI","Sudeste","SP"
"IEFEZV","Sudeste","SP"
"SQNJLA","Sudeste","SP"
"EZOVFO","Sudeste","RJ"
"TYJOJS","Sudeste","RJ"
"AANLQZ","Sudeste","RJ"
"TWCIFN","Sudeste","RJ"
"ROZSGJ","Sudeste","SP"
"XJYMUZ","Sudeste","SP"
"IXKKLO","Sudeste","SP"
"ZCHPHX","Sudeste","RJ"
"NIUKEN","Sudeste","SP"
"LLVULH","Sudeste","RJ"
"WLYMYV","Sudeste","RJ"
"CHOHMW","Sudeste","RJ"
"MVNIKH","Sudeste","SP"
"EXUANE","Sudeste","RJ"
"KPPQVW","Sudeste","SP"
"MNMEJN","Sudeste","SP"
"OYXSZA","Sudeste","SP"
"HUANMO","Sudeste","RJ"
"FPNMMB","Sudeste","SP"
"LANRFV","Sudeste","SP"
"ASZNFL","Sudeste","RJ"
"ZOTADG","Sudeste","SP"
"FNJSEZ","Sudeste","SP"
"RPPMGM","Sudeste","RJ"
"PSIQZQ","Sudeste","RJ"
"YJJGVR","Sudeste","SP"
"SYYQHH","Sudeste","SP"
"WDEFJI","Sudeste","SP"
"AAIJYZ","Sudeste","RJ"
"PJKNGT","Sudeste","RJ"
"NRUQDJ","Sudeste","SP"
"VMZERA","Sudeste","SP"
"KNAQSZ","Sudeste","SP"
"BIMPZB","Sudeste","RJ"
"DRFQDV","Sudeste","SP"
"LBOTHF","Sudeste","SP"
"AIWHTF","Sudeste","SP"
"KCSUQA","Sudeste","RJ"
"FCEOHI","Sudeste","SP"
"SBIAYM","Sudeste","SP"
"TDFQPK","Sudeste","RJ"
"YZZTXY","Sudeste","RJ"
"KPNIPX","Sudeste","SP"
"BIYEMN","Sudeste","RJ"
"MDOGMG","Sudeste","SP"
"LSONCU","Sudeste","SP"
"FACTSE","Sudeste","SP"
"YUDSGR","Sudeste","RJ"
"ZYNIXQ","Sudeste","SP"
"XWDSLL","Sudeste","RJ"
"GCXIGQ","Sudeste","RJ"
"FSWRLK","Sudeste","SP"
"ORUUGT","Sudeste","SP"
"TWVTWP","Sudeste","SP"
"XEJIRR","Sudeste","SP"
"FUTKHG","Sudeste","SP"
"JUTDBU","Sudeste","RJ"
"BCNYHD","Sudeste","RJ"
"HHVONH","Sudeste","RJ"
"SKGSXT","Sudeste","RJ"
"HPNXJX","Sudeste","RJ"
"UKOIQV","Sudeste","SP"
"SUXWYT","Sudeste","SP"
"OWHPNF","Sudeste","RJ"
"VZGALX","Sudeste","RJ"
"RUIERO","Sudeste","SP"
"LXULYN","Sudeste","SP"
"UKGBWW","Sudeste","SP"
"QSQBAN","Sudeste","RJ"
"URXIVR","Sudeste","SP"
"YQFMJQ","Sudeste","SP"
"AJJAZQ","Sudeste","RJ"
"GEXIBD","Sudeste","SP"
"KVQKSW","Sudeste","RJ"
"YLISNG","Sudeste","SP"
"PAMYGW","Sudeste","RJ"
"GDIGQH","Sudeste","SP"
"MQUXTO","Sudeste","SP"
"NQAKVA","Sudeste","RJ"
"SBAXSP","Sudeste","SP"
"YCUYBQ","Sudeste","SP"
"RPAQPA","Sudeste","SP"
"BHRJFL","Sudeste","SP"
"YQCEPB","Sudeste","RJ"
"DNJHHT","Sudeste","SP"
"ZXYFYU","Sudeste","SP"
"GMUUJA","Sudeste","SP"
"HQPOIX","Sudeste","RJ"
"VTEGCO","Sudeste","RJ"
"PNIGTM","Sudeste","SP"
"EBSTQG","Sudeste","RJ"
"SBCQCD","Sudeste","RJ"
"JDZVQZ","Sudeste","SP"
"FZSBNG","Sudeste","RJ"
"YJCCSB","Sudeste","SP"
"GNKGPC","Sudeste","SP"
"CXYDVY","Sudeste","SP"
"UOPFMG","Sudeste","RJ"
"QITCOR","Sudeste","RJ"
"TJBDWK","Sudeste","SP"
"LBBWIX","Sudeste","SP"
"PQWHVX","Sudeste","SP"
"VYSQXS","Sudeste","SP"
"VPHUBY","Sudeste","RJ"
"ZYTZPJ","Sudeste","SP"
"VEEFTZ","Sudeste","SP"
"LKEQDR","Sudeste","SP"
"QEXIHZ","Sudeste","SP"
"EPYGKX","Sudeste","SP"
"YCEFGB","Sudeste","RJ"
"XLGMVX","Sudeste","SP"
"YBJBSO","Sudeste","RJ"
"MXBMVO","Sudeste","SP"
"OLKBAC","Sudeste","SP"
"PGEYSZ","Sudeste","RJ"
"LLWQXT","Sudeste","RJ"
"IYODRZ","Sudeste","RJ"
"HXRBIO","Sudeste","SP"
"FQUEGT","Sudeste","SP"
"EYMMIV","Sudeste","SP"
"WJHMUQ","Sudeste","RJ"
"QLNPEW","Sudeste","RJ"
"BUZOOH","Sudeste","RJ"
"PFOGFL","Sudeste","RJ"
"YZRNMK","Sudeste","RJ"
"RCSYNS","Sudeste","RJ"
"PQXCXD","Sudeste","SP"
"VVGSZS","Sudeste","SP"
"QAVPNJ","Sudeste","RJ"
"KJEOUJ","Sudeste","SP"
"KTCENI","Sudeste","RJ"
"ELRJUB","Sudeste","RJ"
"EPBNCO","Sudeste","SP"
"LQOGHN","Sudeste","SP"
"LFHZEU","Sudeste","SP"
"JSCBQU","Sudeste","SP"
"BLZTRT","Sudeste","SP"
"AZCTPK","Sudeste","SP"
"ZZCPRU","Sudeste","RJ"
"NKQNXT","Sudeste","SP"
"LUOQLB","Sudeste","SP"
"CZRNTU","Sudeste","RJ"
"NISBVX","Sudeste","RJ"
"WKPZNO","Sudeste","RJ"
"CIETEQ","Sudeste","SP"
"XZXVWP","Sudeste","RJ"
"AXAAQZ","Sudeste","SP"
"WNJZYQ","Sudeste","SP"
"RMVPJO","Sudeste","SP"
"PKANWT","Sudeste","RJ"
"ZDBTYO","Sudeste","SP"
"AVLGTY","Sudeste","RJ"
"UHFZRC","Sudeste","RJ"
"ENISQY","Sudeste","SP"
"OHJAJC","Sudeste","RJ"
"ARSYVF","Sudeste","SP"
"WNRBHS","Sudeste","RJ"
"YHZIDC","Sudeste","SP"
"PKTADR","Sudeste","SP"
"LSMJNN","Sudeste","SP"
"YLYOCR","Sudeste","SP"
"JVHTCR","Sudeste","SP"
"BLHPBZ","Sudeste","RJ"
"PHNBHO","Sudeste","SP"
"KLIYHM","Sudeste","SP"
"RRXQPF","Sudeste","SP"
"KORNQY","Sudeste","SP"
"OOUEWI","Sudeste","SP"
"GVERHW","Sudeste","RJ"
"PAZYGP","Sudeste","RJ"
"SCPDJH","Sudeste","RJ"
"DWQNRR","Sudeste","RJ"
"ICOUJE","Sudeste","RJ"
"EDGZOK","Sudeste","SP"
"MZNNKQ","Sudeste","RJ"
"OUZFOK","Sudeste","SP"
"JWEMIF","Sudeste","SP"
"PZPLVF","Sudeste","SP"
"PUHWXW","Sudeste","RJ"
"YDNFHT","Sudeste","SP"
"ISTINR","Sudeste","RJ"
"IKBBMQ","Sudeste","RJ"
"MDFMQU","Sudeste","RJ"
"KWJEOX","Sudeste","RJ"
"NQKWDQ","Sudeste","SP"
"VBCGDE","Sudeste","RJ"
"ULNQID","Sudeste","SP"
"XFYGBV","Sudeste","RJ"
"WTOVQZ","Sudeste","SP"
"MQZAAJ","Sudeste","SP"
"GOLLFY","Sudeste","SP"
"SMXLWL","Sudeste","SP"
"XNVNLI","Sudeste","RJ"
"ERLEOU","Sudeste","RJ"
"CVFZDQ","Sudeste","SP"
"ZGYPQP","Sudeste","SP"
"HKVNLK","Sudeste","SP"
"JHGMWR","Sudeste","RJ"
"ORDVVM","Sudeste","RJ"
"OUSQUD","Sudeste","RJ"
"YGFJLT","Sudeste","SP"
"COWQDQ","Sudeste","RJ"
"JZOGLA","Sudeste","SP"
"GEXHLG","Sudeste","SP"
"MMYNUH","Sudeste","SP"
"QDCUSQ","Sudeste","RJ"
"UJVQGC","Sudeste","RJ"
"LGHZTB","Sudeste","SP"
"UGJBKI","Sudeste","SP"
"SMWKAW","Sudeste","SP"
"VUMOBI","Sudeste","RJ"
"VJUJWY","Sudeste","RJ"
"XTTBHW","Sudeste","RJ"
"XHNQNP","Sudeste","RJ"
"LPINPX","Sudeste","SP"
"XFBEUH","Sudeste","RJ"
"AIAHIO","Sudeste","RJ"
"MMJHFJ","Sudeste","SP"
"LNFFJT","Sudeste","RJ"
"YNGCQB","Sudeste","RJ"
"UPBOOY","Sudeste","SP"
"TPCTMJ","Sudeste","RJ"
"HXCDQX","Sudeste","SP"
"CYAQJK","Sudeste","SP"
"NPDVDP","Sudeste","SP"
"BCJOGB","Sudeste","RJ"
"MNHAGN","Sudeste","RJ"
"PXCZIN","Sudeste","SP"
"TENUOQ","Sudeste","SP"
"LUNUQZ","Sudeste","RJ"
"KFYBZU","Sudeste","SP"
"ERFQPJ","Sudeste","RJ"
"XFNFQZ","Sudeste","RJ"
"VSHFZQ","Sudeste","RJ"
"JDDPAF","Sudeste","RJ"
"UNZKHC","Sudeste","RJ"
"DGURBY","Sudeste","SP"
"RRMLDA","Sudeste","RJ"
"SQUNIG","Sudeste","SP"
"VDOXHL","Sudeste","RJ"
"WJLBLA","Sudeste","RJ"
"JBABBU","Sudeste","SP"
"ADVABX","Sudeste","RJ"
"SDBLCZ","Sudeste","SP"
"IPHVKU","Sudeste","RJ"
"TJDCSM","Sudeste","RJ"
"QYGSCU","Sudeste","SP"
"AMOQPF","Sudeste","RJ"
"YSAJKU","Sudeste","SP"
"KBZXAW","Sudeste","SP"
"PECYXU","Sudeste","SP"
"WABVCY","Sudeste","SP"
"CJFMBP","Sudeste","SP"
"TSCTGP","Sudeste","SP"
"PQBUAV","Sudeste","SP"
"CAPFSH","Sudeste","RJ"
"ADMQLN","Sudeste","SP"
"QXIXEV","Sudeste","RJ"
"HWZYGA","Sudeste","RJ"
"UNFTDN","Sudeste","SP"
"QQCUTO","Sudeste","RJ"
"NMJQYG","Sudeste","RJ"
"CVMNCB","Sudeste","RJ"
"MFJGBN","Sudeste","RJ"
"NIXECQ","Sudeste","RJ"
"QLPNFC","Sudeste","SP"
"SPFPZE","Sudeste","SP"
"UNKIPW","Sudeste","RJ"
"SLGUYN","Sudeste","SP"
"WKGLRE","Sudeste","SP"
"OUCPIA","Sudeste","SP"
"POCEJG","Sudeste","RJ"
"HTLDKU","Sudeste","SP"
"QZSEWO","Sudeste","SP"
"LKLNKR","Sudeste","RJ"
"RCILDL","Sudeste","RJ"
"HEDRAU","Sudeste","RJ"
"MNDFOD","Sudeste","RJ"
"QLMDBE","Sudeste","RJ"
"HGQSZM","Sudeste","SP"
"OPPFXL","Sudeste","SP"
"RCZKPL","Sudeste","RJ"
"YBYGVQ","Sudeste","SP"
"ZUBBND","Sudeste","SP"
"HJOCOA","Sudeste","RJ"
"WHUECZ","Sudeste","SP"
"HTIBHK","Sudeste","SP"
"QVOPLZ","Sudeste","RJ"
"BRKRWA","Sudeste","RJ"
"BLCDHN","Sudeste","RJ"
"BLIPEH","Sudeste","SP"
"LGNHFB","Sudeste","RJ"
"SQBOGE","Sudeste","SP"
"WVZBXH","Sudeste","RJ"
"AFKLUH","Sudeste","RJ"
"QQCMGW","Sudeste","SP"
"WAIZHV","Sudeste","SP"
"IKDGAF","Sudeste","SP"
"DOYMYY","Sudeste","RJ"
"KMFGYZ","Sudeste","RJ"
"CGPSTP","Sudeste","SP"
"IGTGFG","Sudeste","SP"
"DXLFDA","Sudeste","SP"
"JSJKEH","Sudeste","SP"
"NLTMRV","Sudeste","SP"
"BJOEXQ","Sudeste","SP"
"MNXPQU","Sudeste","RJ"
"LGELSB","Sudeste","SP"
"QZWPFI","Sudeste","SP"
"FXZDHA","Sudeste","RJ"
"HXWIBA","Sudeste","RJ"
"ZKFTAC","Sudeste","SP"
"VQQHMX","Sudeste","SP"
"FBMNLV","Sudeste","SP"
"SNWXWN","Sudeste","SP"
"BHBWRE","Sudeste","RJ"
"MSTQGX","Sudeste","RJ"
"FPAYKU","Sudeste","SP"
"VKOZKA","Sudeste","SP"
"NGLJAF","Sudeste","SP"
"JVUIQT","Sudeste","SP"
"OYLEEM","Sudeste","RJ"
"FTWNLK","Sudeste","RJ"
"QCOLFN","Sudeste","SP"
"DCMQJM","Sudeste","RJ"
"NKGXPS","Sudeste","SP"
"XPSJWF","Sudeste","RJ"
"BEVFGB","Sudeste","RJ"
"LDJHAY","Sudeste","SP"
"YIHUUF","Sudeste","RJ"
"JVKXDU","Sudeste","RJ"
"XVUWVO","Sudeste","RJ"
"QVOJTT","Sudeste","RJ"
"CMJQGN","Sudeste","RJ"
"BXXKRI","Sudeste","RJ"
"ZPVSHW","Sudeste","RJ"
"QERPOV","Sudeste","SP"
"RRZUVS","Sudeste","RJ"
"NYEBFN","Sudeste","RJ"
"OLORFF","Sudeste","RJ"
"WDOKDD","Sudeste","RJ"
"MMXPQT","Sudeste","SP"
"ITQNGT","Sudeste","RJ"
"VGAAOR","Sudeste","RJ"
"DZFFRL","Sudeste","SP"
"PICYWJ","Sudeste","SP"
"INGYLI","Sudeste","RJ"
"ISXEKC","Sudeste","RJ"
"IPVNHD","Sudeste","SP"
"UILOIW","Sudeste","RJ"
"PJFIIZ","Sudeste","SP"
"ZEDTYX","Sudeste","SP"
"XQTTEA","Sudeste","SP"
"YNHDUV","Sudeste","RJ"
"NUPVRV","Sudeste","RJ"
"SGQOAZ","Sudeste","SP"
"UHMKOK","Sudeste","SP"
"AMZXAJ","Sudeste","SP"
"DXCAHF","Sudeste","RJ"
"MLLSHQ","Sudeste","RJ"
"MLYDOE","Sudeste","SP"
"LLTQYW","Sudeste","RJ"
"IEBRNX","Sudeste","SP"
"JGEXDH","Sudeste","RJ"
"QRDXUV","Sudeste","SP"
"CUETNO","Sudeste","SP"
"WANHTH","Sudeste","SP"
"VPJPQH","Sudeste","RJ"
"UWFXEM","Sudeste","RJ"
"SCOJHA","Sudeste","SP"
"AKYCBC","Sudeste","RJ"
"WASYKO","Sudeste","RJ"
"GPSGZA","Sudeste","SP"
"FJQDWA","Sudeste","RJ"
"SIYRQZ","Sudeste","SP"
"YHIYEJ","Sudeste","SP"
"MXYCGH","Sudeste","RJ"
"MQMZMX","Sudeste","SP"
"XJRJTO","Sudeste","SP"
"MSJCMQ","Sudeste","SP"
"MZEDNA","Sudeste","RJ"
"DMRLWR","Sudeste","SP"
"ARLTUM","Sudeste","RJ"
"GFEWUA","Sudeste","RJ"
"ZWKAAZ","Sudeste","SP"
"SHBIST","Sudeste","RJ"
"MNJRXB","Sudeste","SP"
"XRBFCV","Sudeste","RJ"
"JWLVPV","Sudeste","RJ"
"RWZRYE","Sudeste","RJ"
