"OrderID","DeviceName","DeviceType"
"ODTEOT","Android Phone","Android"
"WBHUGN","iPhone","iPhone"
"NWANMN","iPhone","iPhone"
"MIDORM","iPhone","iPhone"
"IPSHVW","iPhone","iPhone"
"GIVVOL","iPhone","iPhone"
"ANISKS","Android Phone","Android"
"PZBHSB","Android Phone","Android"
"PQQUHN","iPhone","iPhone"
"BDPUPE","iPhone","iPhone"
"ALGMUX","iPhone","iPhone"
"VCOTXH","Android Phone","Android"
"BPFHWQ","iPhone","iPhone"
"FKMEXK","iPhone","iPhone"
"DDAJGM","iPhone","iPhone"
"NLYFCX","iPhone","iPhone"
"CRMCAY","iPhone","iPhone"
"JOHSCE","iPhone","iPhone"
"ACEDTQ","Android Phone","Android"
"ZYJQJZ","Android Phone","Android"
"MOZRDT","Android Phone","Android"
"SMAKHY","iPhone","iPhone"
"KOEYEB","Android Phone","Android"
"UQGGXX","iPhone","iPhone"
"BLZATL","iPhone","iPhone"
"OSDXNF","Android Phone","Android"
"QPJDVI","Android Phone","Android"
"TZIVTY","Android Phone","Android"
"AERCFV","Android Phone","Android"
"TUMMDJ","Android Phone","Android"
"JEGOSU","Android Phone","Android"
"GPVTAC","iPhone","iPhone"
"YFTHYX","Android Phone","Android"
"NXKTPS","iPhone","iPhone"
"TQKCNB","Android Phone","Android"
"UBJHNF","iPhone","iPhone"
"SGCNGS","Android Phone","Android"
"NGDVQG","iPhone","iPhone"
"HYSXDN","Android Phone","Android"
"SCGAVU","iPhone","iPhone"
"DFLBFW","Android Phone","Android"
"GELKFX","Android Phone","Android"
"RUUXHU","Android Phone","Android"
"UTIKMN","iPhone","iPhone"
"ZBQJAC","Android Phone","Android"
"TGJBOL","iPhone","iPhone"
"ETGHVK","iPhone","iPhone"
"LPXKNF","iPhone","iPhone"
"NAYJGE","iPhone","iPhone"
"OSVDML","Android Phone","Android"
"KAQWQL","iPhone","iPhone"
"CAEEXC","Android Phone","Android"
"GPODFS","iPhone","iPhone"
"CLAGFE","Android Phone","Android"
"IUEFTG","iPhone","iPhone"
"HCOBEH","Android Phone","Android"
"PTNMMN","Android Phone","Android"
"BYZXPJ","iPhone","iPhone"
"LEVWYY","Android Phone","Android"
"HEFPED","Android Phone","Android"
"WHFQGH","iPhone","iPhone"
"QOAFOO","iPhone","iPhone"
"YHCFIQ","iPhone","iPhone"
"BBUZXJ","iPhone","iPhone"
"BBYFDE","iPhone","iPhone"
"QVMBFR","iPhone","iPhone"
"VLPHZI","Android Phone","Android"
"RYKTDC","iPhone","iPhone"
"SEEZLV","iPhone","iPhone"
"HPPHIK","Android Phone","Android"
"EPMQPS","iPhone","iPhone"
"RRWKSC","Android Phone","Android"
"ILPHEH","iPhone","iPhone"
"BJCXBI","iPhone","iPhone"
"LXBNAL","iPhone","iPhone"
"GUBHKQ","Android Phone","Android"
"UFOOGX","iPhone","iPhone"
"QCUNHE","Android Phone","Android"
"PTYCWU","iPhone","iPhone"
"MKHPDT","iPhone","iPhone"
"UWUUGK","Android Phone","Android"
"MMYHJP","iPhone","iPhone"
"ACNRJW","Android Phone","Android"
"PXDDAV","Android Phone","Android"
"PBONFK","iPhone","iPhone"
"XRUENC","iPhone","iPhone"
"QNJBCG","iPhone","iPhone"
"WCTNDS","Android Phone","Android"
"OOCMZK","iPhone","iPhone"
"AGJKJJ","Android Phone","Android"
"UPJWBS","Android Phone","Android"
"KIMUTO","Android Phone","Android"
"EFGKGQ","iPhone","iPhone"
"IMWVPK","Android Phone","Android"
"RJLTMB","iPhone","iPhone"
"PMEHUF","Android Phone","Android"
"QNGZHR","Android Phone","Android"
"LZZXTV","iPhone","iPhone"
"VELKBN","iPhone","iPhone"
"HXIPBR","iPhone","iPhone"
"HGOECM","iPhone","iPhone"
"MWBMNP","Android Phone","Android"
"USSPNX","iPhone","iPhone"
"WXPKSV","Android Phone","Android"
"JJUGOF","Android Phone","Android"
"TBSUES","iPhone","iPhone"
"SWWPYG","iPhone","iPhone"
"PJWKYG","iPhone","iPhone"
"UMUHJK","Android Phone","Android"
"ZZDCSV","iPhone","iPhone"
"YRZOEH","iPhone","iPhone"
"XQNOHV","iPhone","iPhone"
"MOKNLG","iPhone","iPhone"
"VYFFRP","iPhone","iPhone"
"EDBSFY","Android Phone","Android"
"MAOUTE","iPhone","iPhone"
"LMQKGI","Android Phone","Android"
"BAFGPE","Android Phone","Android"
"NAYWEX","iPhone","iPhone"
"OKJWWN","iPhone","iPhone"
"PMUFXP","Android Phone","Android"
"LZTDDZ","iPhone","iPhone"
"HKEBIO","Android Phone","Android"
"SRPKQX","Android Phone","Android"
"HCYWKP","iPhone","iPhone"
"LHMTAF","iPhone","iPhone"
"VINIJA","Android Phone","Android"
"CVHXRO","iPhone","iPhone"
"BPBEHS","Android Phone","Android"
"HLFMYU","Android Phone","Android"
"EWRYQD","iPhone","iPhone"
"JMJACC","iPhone","iPhone"
"ZSTELX","Android Phone","Android"
"GEZAGM","iPhone","iPhone"
"GRTQCA","iPhone","iPhone"
"DJLTQO","Android Phone","Android"
"QSAQUA","Android Phone","Android"
"OPTQLW","iPhone","iPhone"
"CPTWUA","Android Phone","Android"
"OACJSA","iPhone","iPhone"
"RRQELX","Android Phone","Android"
"BICURM","Android Phone","Android"
"HSRWRF","Android Phone","Android"
"OGFFVK","iPhone","iPhone"
"FDKUNS","Android Phone","Android"
"BODWEH","iPhone","iPhone"
"FNNXRU","iPhone","iPhone"
"VPODHG","iPhone","iPhone"
"CVCTQS","iPhone","iPhone"
"MFEJVA","Android Phone","Android"
"JORYZT","iPhone","iPhone"
"GPTYMS","iPhone","iPhone"
"ZJRDZM","iPhone","iPhone"
"HUODRG","Android Phone","Android"
"UDTBTO","iPhone","iPhone"
"FVHQSL","Android Phone","Android"
"VJWAHS","Android Phone","Android"
"USAWGJ","Android Phone","Android"
"MSGKMK","Android Phone","Android"
"UKNOIQ","Android Phone","Android"
"OYDUCN","iPhone","iPhone"
"BMWAMI","Android Phone","Android"
"QLBUUO","iPhone","iPhone"
"CXLNGU","iPhone","iPhone"
"CHFWIT","iPhone","iPhone"
"QTBMDJ","iPhone","iPhone"
"HOYRDO","Android Phone","Android"
"OQZZTT","iPhone","iPhone"
"HUEJNR","iPhone","iPhone"
"YGZOJU","Android Phone","Android"
"ZTEQEC","iPhone","iPhone"
"SPTOAF","Android Phone","Android"
"MFIOQA","Android Phone","Android"
"ELHEZZ","iPhone","iPhone"
"WGYUOP","iPhone","iPhone"
"ATFELQ","Android Phone","Android"
"ZWOKKE","Android Phone","Android"
"MCTTPG","Android Phone","Android"
"TWYRNJ","Android Phone","Android"
"GXJTKR","iPhone","iPhone"
"FKPZOX","iPhone","iPhone"
"BOHVWX","iPhone","iPhone"
"EOUQSS","Android Phone","Android"
"GBOXEU","Android Phone","Android"
"BITXEJ","iPhone","iPhone"
"UPXHNJ","iPhone","iPhone"
"ZYNYGR","iPhone","iPhone"
"UENZMQ","iPhone","iPhone"
"QLTIMR","Android Phone","Android"
"RESECH","Android Phone","Android"
"CQSOEA","iPhone","iPhone"
"PPLXAJ","iPhone","iPhone"
"JIDKHQ","iPhone","iPhone"
"QNXGQV","Android Phone","Android"
"DNCWJF","Android Phone","Android"
"XPMIEB","Android Phone","Android"
"NCQFMZ","iPhone","iPhone"
"LAZPOK","Android Phone","Android"
"XCVPTM","iPhone","iPhone"
"FTRBZX","Android Phone","Android"
"OOJOJS","iPhone","iPhone"
"CPSPXT","iPhone","iPhone"
"OSFEHV","iPhone","iPhone"
"ADENKD","Android Phone","Android"
"PPBLVA","iPhone","iPhone"
"TMNQQW","iPhone","iPhone"
"GKTYXR","Android Phone","Android"
"AKNKSH","Android Phone","Android"
"SEZHVY","Android Phone","Android"
"KMORSB","iPhone","iPhone"
"SODYCJ","Android Phone","Android"
"CSRLWA","Android Phone","Android"
"VTINJY","Android Phone","Android"
"ITOZHZ","Android Phone","Android"
"BWAAIJ","Android Phone","Android"
"YDMDRR","iPhone","iPhone"
"BEIXXD","iPhone","iPhone"
"ZIFOHY","iPhone","iPhone"
"LVUVSS","Android Phone","Android"
"TFEKKE","Android Phone","Android"
"RGBTJK","iPhone","iPhone"
"TBFGEI","Android Phone","Android"
"XOPRPH","Android Phone","Android"
"KSJNPQ","iPhone","iPhone"
"LBEJXC","iPhone","iPhone"
"ZKUDFD","iPhone","iPhone"
"LJGSLX","Android Phone","Android"
"LFYIYM","iPhone","iPhone"
"NVRGGU","Android Phone","Android"
"OZHSLS","iPhone","iPhone"
"TTFKLJ","Android Phone","Android"
"IIUQPY","iPhone","iPhone"
"BDCRYX","iPhone","iPhone"
"IVDPNT","iPhone","iPhone"
"BOVXBL","Android Phone","Android"
"QVWZKP","iPhone","iPhone"
"MPDNGQ","iPhone","iPhone"
"PDVNWX","Android Phone","Android"
"RJEFEH","Android Phone","Android"
"VFGXMQ","iPhone","iPhone"
"VFZALF","Android Phone","Android"
"KYAIDM","iPhone","iPhone"
"GQEOLG","iPhone","iPhone"
"XEGSMC","Android Phone","Android"
"KFSYNW","iPhone","iPhone"
"YHPYRY","Android Phone","Android"
"SQHFFX","Android Phone","Android"
"GXUGTW","iPhone","iPhone"
"IALQAM","Android Phone","Android"
"ABAYAS","Android Phone","Android"
"DZPAVZ","iPhone","iPhone"
"PYMQKM","Android Phone","Android"
"PRRSAY","iPhone","iPhone"
"HVXFJL","Android Phone","Android"
"ULGHZA","Android Phone","Android"
"MMFXYD","iPhone","iPhone"
"DBCFEA","Android Phone","Android"
"SOYZOV","iPhone","iPhone"
"SGBWOV","iPhone","iPhone"
"ECRBIL","iPhone","iPhone"
"UTUSTG","iPhone","iPhone"
"RDQTPI","iPhone","iPhone"
"AXREYI","Android Phone","Android"
"KNIWSZ","Android Phone","Android"
"QUAJWK","Android Phone","Android"
"EYKYTR","iPhone","iPhone"
"AIAUIT","iPhone","iPhone"
"CRJFIU","Android Phone","Android"
"FBVBIP","Android Phone","Android"
"COEDFD","Android Phone","Android"
"BIDRGY","iPhone","iPhone"
"TOPEBI","iPhone","iPhone"
"UGAECI","iPhone","iPhone"
"TCZNYN","Android Phone","Android"
"OUWGJP","Android Phone","Android"
"KFPSEN","Android Phone","Android"
"DZROLE","Android Phone","Android"
"HADKCM","Android Phone","Android"
"FMQHJG","Android Phone","Android"
"IDMLLV","Android Phone","Android"
"QFBIPC","iPhone","iPhone"
"RVBEEI","Android Phone","Android"
"LYKFID","Android Phone","Android"
"RFTSKD","Android Phone","Android"
"BNNIKJ","iPhone","iPhone"
"PJXDIS","Android Phone","Android"
"DHZCGO","iPhone","iPhone"
"VEWTOY","Android Phone","Android"
"CIVCTM","iPhone","iPhone"
"LPIKPV","Android Phone","Android"
"UVPCLU","iPhone","iPhone"
"LTYAIK","Android Phone","Android"
"RVJIQZ","iPhone","iPhone"
"WZVYRB","Android Phone","Android"
"FTUBAI","iPhone","iPhone"
"EOAVDT","iPhone","iPhone"
"ANXPTY","Android Phone","Android"
"CGEZEX","iPhone","iPhone"
"JKLTVE","Android Phone","Android"
"FSCTDT","iPhone","iPhone"
"EVDOKF","iPhone","iPhone"
"FWOUYZ","iPhone","iPhone"
"THXWOW","Android Phone","Android"
"CLDPZJ","Android Phone","Android"
"YKMVOW","iPhone","iPhone"
"UQMIAX","iPhone","iPhone"
"ELCSID","Android Phone","Android"
"XGXHMG","Android Phone","Android"
"YKUYKQ","iPhone","iPhone"
"TPNVVE","Android Phone","Android"
"KRQUYQ","iPhone","iPhone"
"RVNWYH","Android Phone","Android"
"GMNHCD","iPhone","iPhone"
"HQOVRJ","Android Phone","Android"
"IOEZXU","Android Phone","Android"
"TJQRNH","Android Phone","Android"
"DGITDJ","iPhone","iPhone"
"VJPKUA","iPhone","iPhone"
"PXIPNY","iPhone","iPhone"
"YJDDPX","Android Phone","Android"
"HRHMDO","Android Phone","Android"
"NYBPMM","iPhone","iPhone"
"AHNPTL","iPhone","iPhone"
"UPKQQX","Android Phone","Android"
"SPJKZO","iPhone","iPhone"
"XDJPNA","Android Phone","Android"
"QEIOUU","iPhone","iPhone"
"PSUGBD","iPhone","iPhone"
"CCQGPA","Android Phone","Android"
"DXDKYR","Android Phone","Android"
"BRATZJ","iPhone","iPhone"
"DLMSSF","Android Phone","Android"
"GEYMYH","iPhone","iPhone"
"XNMJGQ","iPhone","iPhone"
"PNOERT","Android Phone","Android"
"KTAVDA","iPhone","iPhone"
"QLDERY","iPhone","iPhone"
"PBPWIM","iPhone","iPhone"
"VIOLVO","Android Phone","Android"
"XGSMYB","Android Phone","Android"
"ISJVOM","iPhone","iPhone"
"NYUJBB","Android Phone","Android"
"SOGMDB","Android Phone","Android"
"YXYCLN","iPhone","iPhone"
"NKHTSS","Android Phone","Android"
"PNLCLR","iPhone","iPhone"
"OBIQYK","Android Phone","Android"
"JEANFA","iPhone","iPhone"
"KBZPON","Android Phone","Android"
"UMCVFK","Android Phone","Android"
"ITYLPY","Android Phone","Android"
"RVBUDX","iPhone","iPhone"
"ARTZYE","Android Phone","Android"
"XZNWFH","iPhone","iPhone"
"OKEOMV","iPhone","iPhone"
"IWJFCJ","iPhone","iPhone"
"BUELPX","iPhone","iPhone"
"IQLJAV","Android Phone","Android"
"GDACBT","Android Phone","Android"
"KDTMFM","Android Phone","Android"
"TQMCUS","Android Phone","Android"
"VIMWVZ","iPhone","iPhone"
"IKWELH","Android Phone","Android"
"HVEZXH","Android Phone","Android"
"TFSCYF","Android Phone","Android"
"CAQPMR","iPhone","iPhone"
"NECVNA","iPhone","iPhone"
"OUATHH","iPhone","iPhone"
"EBRLXB","iPhone","iPhone"
"BJKNQJ","Android Phone","Android"
"OJCMPZ","iPhone","iPhone"
"NSBVVS","iPhone","iPhone"
"UZJCCH","Android Phone","Android"
"DXBXQW","iPhone","iPhone"
"VCKNDB","iPhone","iPhone"
"GKJBAY","iPhone","iPhone"
"WMVYJC","Android Phone","Android"
"YVWZDH","Android Phone","Android"
"JPIHBS","iPhone","iPhone"
"HBIEQF","Android Phone","Android"
"QFJBCC","Android Phone","Android"
"HNDHEY","Android Phone","Android"
"XEVDJG","iPhone","iPhone"
"MGTJDD","iPhone","iPhone"
"YATJNM","Android Phone","Android"
"UNXKEV","Android Phone","Android"
"CCKTYG","iPhone","iPhone"
"TMLPMB","Android Phone","Android"
"VWCJPO","Android Phone","Android"
"LPQFXH","Android Phone","Android"
"NKMSIS","Android Phone","Android"
"WRDRSB","iPhone","iPhone"
"FGENPC","Android Phone","Android"
"SHVPUW","Android Phone","Android"
"UZQCUG","iPhone","iPhone"
"DSEBWI","Android Phone","Android"
"OYDVIX","Android Phone","Android"
"GVZPFI","iPhone","iPhone"
"GJKVZG","iPhone","iPhone"
"CUOVRG","iPhone","iPhone"
"UXEIUI","iPhone","iPhone"
"VFEJRT","iPhone","iPhone"
"PUVIRI","Android Phone","Android"
"OZDTXG","iPhone","iPhone"
"RYISTD","iPhone","iPhone"
"BNGRFT","iPhone","iPhone"
"IYLYNB","iPhone","iPhone"
"IZTPKH","iPhone","iPhone"
"OIDHXM","iPhone","iPhone"
"AQZTDN","Android Phone","Android"
"JOFTRZ","Android Phone","Android"
"OAQFOL","Android Phone","Android"
"QUXOAT","iPhone","iPhone"
"ESEBCZ","iPhone","iPhone"
"DXUIMA","Android Phone","Android"
"YHEDOW","Android Phone","Android"
"IKVJLF","Android Phone","Android"
"AERMUY","iPhone","iPhone"
"TVQPAF","Android Phone","Android"
"HVJAUV","iPhone","iPhone"
"IBESTA","iPhone","iPhone"
"GMCLXK","iPhone","iPhone"
"EPWJWU","Android Phone","Android"
"GWBGDA","Android Phone","Android"
"DICAMF","Android Phone","Android"
"JPWTXT","Android Phone","Android"
"MEVCUX","Android Phone","Android"
"XLWCQZ","Android Phone","Android"
"AEHWVS","Android Phone","Android"
"PGYWGI","Android Phone","Android"
"JXMHJC","Android Phone","Android"
"NSBKGR","iPhone","iPhone"
"YFNSVW","Android Phone","Android"
"VPYKUI","iPhone","iPhone"
"EUEYYJ","Android Phone","Android"
"OHEJJJ","Android Phone","Android"
"SCMTRD","iPhone","iPhone"
"SXERWN","Android Phone","Android"
"MAXQWV","Android Phone","Android"
"BQOZBZ","iPhone","iPhone"
"LZYMQY","Android Phone","Android"
"VYBUHU","iPhone","iPhone"
"DMZMVS","iPhone","iPhone"
"LEUBNW","iPhone","iPhone"
"WDSCSN","iPhone","iPhone"
"HLQEUM","iPhone","iPhone"
"ROKJIS","iPhone","iPhone"
"UGLVAK","iPhone","iPhone"
"BVVMZH","Android Phone","Android"
"TRXKLM","Android Phone","Android"
"FWIUZV","iPhone","iPhone"
"GTAHBJ","iPhone","iPhone"
"LACJWP","iPhone","iPhone"
"VVPXMR","Android Phone","Android"
"EAZDOZ","iPhone","iPhone"
"EDZLBZ","iPhone","iPhone"
"FATAYG","Android Phone","Android"
"QYLCGY","iPhone","iPhone"
"TYKOOV","Android Phone","Android"
"AUBPCJ","iPhone","iPhone"
"YPKXKR","Android Phone","Android"
"BEELCO","iPhone","iPhone"
"ICTLAU","Android Phone","Android"
"WPCMSU","Android Phone","Android"
"BVZUXX","Android Phone","Android"
"KRDWWN","iPhone","iPhone"
"HDPJNK","Android Phone","Android"
"JRESCT","iPhone","iPhone"
"JDWXGU","iPhone","iPhone"
"HIEYGX","Android Phone","Android"
"DMRJKT","iPhone","iPhone"
"QDHSPV","Android Phone","Android"
"SGCNZP","iPhone","iPhone"
"VNUGRI","Android Phone","Android"
"ZJJNGI","iPhone","iPhone"
"KBLGYA","Android Phone","Android"
"DMPGXT","Android Phone","Android"
"WIGOXI","iPhone","iPhone"
"VYTNJG","iPhone","iPhone"
"VOPMJH","iPhone","iPhone"
"WSUEXU","Android Phone","Android"
"DZWANR","iPhone","iPhone"
"SVAOBY","Android Phone","Android"
"BAKXFH","Android Phone","Android"
"HJYKQD","Android Phone","Android"
"FGVDSZ","iPhone","iPhone"
"PQXOOP","Android Phone","Android"
"VJUTDK","iPhone","iPhone"
"AZKXZU","Android Phone","Android"
"CIUWWB","iPhone","iPhone"
"EJWISF","Android Phone","Android"
"TMRXTG","iPhone","iPhone"
"DIRKSQ","Android Phone","Android"
"GGIBCD","Android Phone","Android"
"NDBOZN","iPhone","iPhone"
"RXNWTL","Android Phone","Android"
"BFLQTR","iPhone","iPhone"
"HXGWJT","iPhone","iPhone"
"INGYEM","iPhone","iPhone"
"JRZHUX","Android Phone","Android"
"SKFWRI","Android Phone","Android"
"EDCNSV","Android Phone","Android"
"AEDQRB","Android Phone","Android"
"TVPVDY","Android Phone","Android"
"CGARHM","iPhone","iPhone"
"TARHRR","iPhone","iPhone"
"VHJLGD","Android Phone","Android"
"PXMDAN","Android Phone","Android"
"DRCPSW","Android Phone","Android"
"HIBOHS","iPhone","iPhone"
"MMTVRM","Android Phone","Android"
"ZSGIJU","Android Phone","Android"
"LKNMPS","Android Phone","Android"
"WYBULC","Android Phone","Android"
"BFGIGS","iPhone","iPhone"
"XYSNDX","iPhone","iPhone"
"ENAPVJ","Android Phone","Android"
"IYZHTZ","iPhone","iPhone"
"TRSKIR","Android Phone","Android"
"OBDFIT","Android Phone","Android"
"AMQNFR","iPhone","iPhone"
"DISIUV","iPhone","iPhone"
"JCEEBI","iPhone","iPhone"
"XLWVUE","iPhone","iPhone"
"JMZABT","Android Phone","Android"
"HTBWHI","iPhone","iPhone"
"ZYPVKQ","Android Phone","Android"
"HCDPXM","Android Phone","Android"
"XDUKNX","iPhone","iPhone"
"UMJUJW","iPhone","iPhone"
"HYTPNV","iPhone","iPhone"
"VNTVIT","iPhone","iPhone"
"XXAWXY","Android Phone","Android"
"MEDYKA","iPhone","iPhone"
"MQWZTW","Android Phone","Android"
"KRMSSY","Android Phone","Android"
"QPCRIJ","Android Phone","Android"
"KPBASI","iPhone","iPhone"
"KRTKDP","Android Phone","Android"
"DCNAOV","iPhone","iPhone"
"RNBRFM","Android Phone","Android"
"MSEUGC","Android Phone","Android"
"IBUZNV","iPhone","iPhone"
"BXCIXZ","Android Phone","Android"
"EASXEE","Android Phone","Android"
"NVNWMQ","Android Phone","Android"
"SUVIKI","iPhone","iPhone"
"VHGNFH","iPhone","iPhone"
"XSONSI","Android Phone","Android"
"VBDZUN","Android Phone","Android"
"ZEZJPJ","Android Phone","Android"
"LSFRNX","iPhone","iPhone"
"UVJOGT","Android Phone","Android"
"ZMMQRR","Android Phone","Android"
"TTJKKE","iPhone","iPhone"
"JLVAMZ","iPhone","iPhone"
"CQSEOO","iPhone","iPhone"
"VMAZRD","Android Phone","Android"
"TFHTZB","Android Phone","Android"
"CLDVVM","iPhone","iPhone"
"PLZYCR","Android Phone","Android"
"DCRPCK","Android Phone","Android"
"MPSRKA","Android Phone","Android"
"GYLSBC","iPhone","iPhone"
"UEEXIJ","iPhone","iPhone"
"FUXRMX","iPhone","iPhone"
"ZGNWKV","iPhone","iPhone"
"JAMYCF","Android Phone","Android"
"GSQDID","Android Phone","Android"
"ZOOCJD","Android Phone","Android"
"VCALKK","iPhone","iPhone"
"WJXYMQ","iPhone","iPhone"
"YULISO","iPhone","iPhone"
"NFSQSP","Android Phone","Android"
"TQYRYJ","iPhone","iPhone"
"VBNMTJ","Android Phone","Android"
"IIENNK","Android Phone","Android"
"QTPAFY","iPhone","iPhone"
"QULQTX","Android Phone","Android"
"UKABHA","iPhone","iPhone"
"LJPPVO","iPhone","iPhone"
"RUNFON","Android Phone","Android"
"ZZKKLQ","Android Phone","Android"
"UIVEXA","iPhone","iPhone"
"RMZMRU","Android Phone","Android"
"ZXDKQO","Android Phone","Android"
"HEKDOC","iPhone","iPhone"
"SHRTBV","Android Phone","Android"
"HHBRMJ","Android Phone","Android"
"PULINE","iPhone","iPhone"
"GXJAZV","Android Phone","Android"
"DGKQNK","Android Phone","Android"
"BARAKY","iPhone","iPhone"
"WXTWVW","Android Phone","Android"
"JRVOJV","Android Phone","Android"
"JFPHRL","iPhone","iPhone"
"PZVSVD","Android Phone","Android"
"FUIBPM","Android Phone","Android"
"OGTMAJ","iPhone","iPhone"
"SMDNXA","iPhone","iPhone"
"HOJTIC","Android Phone","Android"
"ANMHMA","iPhone","iPhone"
"NMWSPF","Android Phone","Android"
"LERDVU","Android Phone","Android"
"DUGOCI","Android Phone","Android"
"FXEXPS","Android Phone","Android"
"JQINQO","iPhone","iPhone"
"TJAPCK","iPhone","iPhone"
"PURSHM","iPhone","iPhone"
"QRZYZD","Android Phone","Android"
"YZHATA","iPhone","iPhone"
"XVDPFW","Android Phone","Android"
"RVBJSF","Android Phone","Android"
"PEUPCZ","Android Phone","Android"
"USRUOR","iPhone","iPhone"
"TDDDUQ","iPhone","iPhone"
"XDDWXG","iPhone","iPhone"
"EXOQLV","iPhone","iPhone"
"DQPYRL","iPhone","iPhone"
"CCMVPJ","iPhone","iPhone"
"RMFFZV","Android Phone","Android"
"YQLUDD","Android Phone","Android"
"VZBHOF","Android Phone","Android"
"LCNMKG","iPhone","iPhone"
"KVTZUX","iPhone","iPhone"
"EZBFSR","iPhone","iPhone"
"IXHJMV","iPhone","iPhone"
"JBZFRY","iPhone","iPhone"
"DRZTFX","Android Phone","Android"
"WORGAH","Android Phone","Android"
"CPBRWR","Android Phone","Android"
"KNWCUA","iPhone","iPhone"
"GYYWWW","Android Phone","Android"
"LVJPNL","Android Phone","Android"
"VPHDUX","iPhone","iPhone"
"ELPUBN","iPhone","iPhone"
"MHXDLB","Android Phone","Android"
"KNFYGW","Android Phone","Android"
"PQEQQQ","Android Phone","Android"
"ULRZBN","Android Phone","Android"
"NHJYQG","iPhone","iPhone"
"YEYUWD","Android Phone","Android"
"KZMIGG","Android Phone","Android"
"YPGUUZ","Android Phone","Android"
"NTXIPX","Android Phone","Android"
"TKZLXY","iPhone","iPhone"
"DZWDJK","iPhone","iPhone"
"RTQSKT","Android Phone","Android"
"HBLQYT","iPhone","iPhone"
"UAXYBR","iPhone","iPhone"
"ZDGNOV","Android Phone","Android"
"QHQCAC","iPhone","iPhone"
"LJODQE","iPhone","iPhone"
"NOFNGL","iPhone","iPhone"
"LNQHZU","iPhone","iPhone"
"EWRBJR","Android Phone","Android"
"ZKKZAN","Android Phone","Android"
"WWJARM","Android Phone","Android"
"PWIQKQ","Android Phone","Android"
"EIDNWO","Android Phone","Android"
"YWASYN","Android Phone","Android"
"YMBJSE","iPhone","iPhone"
"IPFHOI","Android Phone","Android"
"JVEFFD","Android Phone","Android"
"XZOLDK","Android Phone","Android"
"KSDGYS","iPhone","iPhone"
"QLYQXG","Android Phone","Android"
"IFPFGD","iPhone","iPhone"
"GYEJVI","Android Phone","Android"
"VQOOCB","Android Phone","Android"
"PLAVCV","Android Phone","Android"
"INBYTK","Android Phone","Android"
"MKDOEI","iPhone","iPhone"
"LVLEDB","iPhone","iPhone"
"DRWZVU","Android Phone","Android"
"SIVTUF","iPhone","iPhone"
"INGPOL","iPhone","iPhone"
"FPZDDL","Android Phone","Android"
"WMHTII","iPhone","iPhone"
"ITHKQL","Android Phone","Android"
"SJNDBT","iPhone","iPhone"
"NPBJZI","iPhone","iPhone"
"QGISAR","iPhone","iPhone"
"FODOUQ","Android Phone","Android"
"WLMBSF","Android Phone","Android"
"FUAFSA","Android Phone","Android"
"QDFKGH","Android Phone","Android"
"VXBYPJ","iPhone","iPhone"
"MRLLST","iPhone","iPhone"
"REKREH","iPhone","iPhone"
"QYMOWP","iPhone","iPhone"
"VIGXVM","iPhone","iPhone"
"ESHVZH","iPhone","iPhone"
"HBTERA","iPhone","iPhone"
"FVKYJQ","Android Phone","Android"
"NCLKAX","iPhone","iPhone"
"OWMHYK","Android Phone","Android"
"KUIPGX","Android Phone","Android"
"USXTPK","Android Phone","Android"
"ZPTJBN","iPhone","iPhone"
"QBEFZF","iPhone","iPhone"
"EVLIDK","iPhone","iPhone"
"XSZMPP","iPhone","iPhone"
"VYWVCL","iPhone","iPhone"
"JCERMI","iPhone","iPhone"
"RGIUAV","iPhone","iPhone"
"WDZYIT","iPhone","iPhone"
"DATKTX","iPhone","iPhone"
"SEUAMF","iPhone","iPhone"
"HIABEF","iPhone","iPhone"
"KNCCEJ","iPhone","iPhone"
"PRNGDS","iPhone","iPhone"
"IPPXOW","Android Phone","Android"
"PIUEZC","iPhone","iPhone"
"OIUJWC","iPhone","iPhone"
"RILPLW","iPhone","iPhone"
"DQPKNZ","Android Phone","Android"
"UVTFQE","iPhone","iPhone"
"QXWHXK","iPhone","iPhone"
"ZCSJLI","Android Phone","Android"
"BYJAKD","Android Phone","Android"
"IUOSOS","Android Phone","Android"
"GENVJJ","iPhone","iPhone"
"XGPNNY","iPhone","iPhone"
"TNABJA","Android Phone","Android"
"YEJKXK","Android Phone","Android"
"LWCCGR","iPhone","iPhone"
"SLBNCD","iPhone","iPhone"
"AFUMTN","iPhone","iPhone"
"NOMUIM","iPhone","iPhone"
"GKIZQU","Android Phone","Android"
"UAVLZW","Android Phone","Android"
"AMLWVQ","Android Phone","Android"
"YELMNG","Android Phone","Android"
"IVOICS","Android Phone","Android"
"ZGLSRY","iPhone","iPhone"
"WOHHMX","Android Phone","Android"
"UMNUQV","iPhone","iPhone"
"VWDWWP","iPhone","iPhone"
"TSETTB","Android Phone","Android"
"GFQDKX","Android Phone","Android"
"MNIWAI","Android Phone","Android"
"SXQZEH","Android Phone","Android"
"EUPXBR","Android Phone","Android"
"TROFVX","iPhone","iPhone"
"ZDDDAK","Android Phone","Android"
"LVQUUA","iPhone","iPhone"
"JTJNZE","Android Phone","Android"
"UQBKEB","Android Phone","Android"
"WUUXVS","iPhone","iPhone"
"XSLJSN","Android Phone","Android"
"VBFXIW","Android Phone","Android"
"AHZYNO","Android Phone","Android"
"TPAXYX","Android Phone","Android"
"FLYZIR","Android Phone","Android"
"FQANGB","Android Phone","Android"
